,Unnamed: 0,PCA,Cell_cls_knn,Cell_cls_res,ME_knn,EMD_neighbors,leiden_ari,sotip_ari,sample
47,47,100,15,2,30,800,0.2351091213819504,0.2834774664341334,151508
48,48,100,15,2,30,900,0.2351091213819504,0.2929052310395872,151508
49,49,100,15,2,30,1000,0.2351091213819504,0.3076358178644499,151508
50,50,100,15,2,50,100,0.2300006295757027,0.3873615128870575,151508
51,51,100,15,2,50,200,0.2300006295757027,0.3857224568654588,151508
52,52,100,15,2,50,300,0.2300006295757027,0.4267576196592337,151508
53,53,100,15,2,50,400,0.2300006295757027,0.4728490408800542,151508
54,54,100,15,2,50,500,0.2300006295757027,0.3658056115795554,151508
55,55,100,15,2,50,600,0.2300006295757027,0.3742056569835527,151508
56,56,100,15,2,50,700,0.2300006295757027,0.3839752403867779,151508
57,57,100,15,2,50,800,0.2300006295757027,0.3242876577089472,151508
58,58,100,15,2,50,900,0.2300006295757027,0.2260423419531119,151508
59,59,100,15,2,50,1000,0.2300006295757027,0.2274843460090679,151508
0,0,100,15,1,10,100,0.3153138123055884,0.3430159285765832,151509
1,1,100,15,1,10,200,0.3153138123055884,0.2742789501146425,151509
2,2,100,15,1,10,300,0.3153138123055884,0.3143078391043064,151509
3,3,100,15,1,10,400,0.3153138123055884,0.4089502802588845,151509
4,4,100,15,1,10,500,0.3153138123055884,0.2736253388721717,151509
5,5,100,15,1,10,600,0.3153138123055884,0.3006873177086173,151509
6,6,100,15,1,10,700,0.3153138123055884,0.3022950482851952,151509
7,7,100,15,1,10,800,0.3153138123055884,0.2651600080933731,151509
8,8,100,15,1,10,900,0.3153138123055884,0.4329398684009789,151509
9,9,100,15,1,10,1000,0.3153138123055884,0.3448159289825587,151509
10,10,100,15,1,30,100,0.2965240229337791,0.2519488985606255,151509
11,11,100,15,1,30,200,0.2965240229337791,0.244283895078895,151509
12,12,100,15,1,30,300,0.2965240229337791,0.3873881213318496,151509
13,13,100,15,1,30,400,0.2965240229337791,0.3982514054728533,151509
14,14,100,15,1,30,500,0.2965240229337791,0.4177158012221951,151509
15,15,100,15,1,30,600,0.2965240229337791,0.4193143834492287,151509
16,16,100,15,1,30,700,0.2965240229337791,0.4195469740024912,151509
17,17,100,15,1,30,800,0.2965240229337791,0.3760546169452109,151509
18,18,100,15,1,30,900,0.2965240229337791,0.3671193228768469,151509
19,19,100,15,1,30,1000,0.2965240229337791,0.3354912133957673,151509
20,20,100,15,1,50,100,0.3097529788563222,0.3268729296341073,151509
21,21,100,15,1,50,200,0.3097529788563222,0.3217138860693558,151509
22,22,100,15,1,50,300,0.3097529788563222,0.3361903212035649,151509
23,23,100,15,1,50,400,0.3097529788563222,0.3683381208071098,151509
24,24,100,15,1,50,500,0.3097529788563222,0.387548581444825,151509
25,25,100,15,1,50,600,0.3097529788563222,0.3324534694121063,151509
26,26,100,15,1,50,700,0.3097529788563222,0.3624987114540483,151509
27,27,100,15,1,50,800,0.3097529788563222,0.3343366995536306,151509
28,28,100,15,1,50,900,0.3097529788563222,0.2853422736443279,151509
29,29,100,15,1,50,1000,0.3097529788563222,0.3079776101800484,151509
30,30,100,15,2,10,100,0.164745743634085,0.3251811437697423,151509
31,31,100,15,2,10,200,0.164745743634085,0.4089193741985423,151509
32,32,100,15,2,10,300,0.164745743634085,0.3895133308620482,151509
33,33,100,15,2,10,400,0.164745743634085,0.3108360538462189,151509
34,34,100,15,2,10,500,0.164745743634085,0.2868440921344474,151509
35,35,100,15,2,10,600,0.164745743634085,0.2852015993389573,151509
36,36,100,15,2,10,700,0.164745743634085,0.2838482072896709,151509
37,37,100,15,2,10,800,0.164745743634085,0.3877360757839502,151509
38,38,100,15,2,10,900,0.164745743634085,0.3156938783385238,151509
39,39,100,15,2,10,1000,0.164745743634085,0.2638110875687126,151509
40,40,100,15,2,30,100,0.1781084970332065,0.4967977752114617,151509
41,41,100,15,2,30,200,0.1781084970332065,0.4418786154710877,151509
42,42,100,15,2,30,300,0.1781084970332065,0.3520723526253969,151509
43,43,100,15,2,30,400,0.1781084970332065,0.4319681778693772,151509
44,44,100,15,2,30,500,0.1781084970332065,0.4158805861704159,151509
45,45,100,15,2,30,600,0.1781084970332065,0.3011615823535021,151509
46,46,100,15,2,30,700,0.1781084970332065,0.3638191447593025,151509
47,47,100,15,2,30,800,0.1781084970332065,0.4493010215369938,151509
48,48,100,15,2,30,900,0.1781084970332065,0.4314869495011206,151509
49,49,100,15,2,30,1000,0.1781084970332065,0.4272995450713023,151509
50,50,100,15,2,50,100,0.1654054340893205,0.3880109932039005,151509
51,51,100,15,2,50,200,0.1654054340893205,0.3865399161903581,151509
52,52,100,15,2,50,300,0.1654054340893205,0.2750767187966264,151509
53,53,100,15,2,50,400,0.1654054340893205,0.4370141136754393,151509
54,54,100,15,2,50,500,0.1654054340893205,0.414506892315833,151509
55,55,100,15,2,50,600,0.1654054340893205,0.5472593561577469,151509
56,56,100,15,2,50,700,0.1654054340893205,0.4149010129958412,151509
57,57,100,15,2,50,800,0.1654054340893205,0.5157995297101968,151509
58,58,100,15,2,50,900,0.1654054340893205,0.4192013366948726,151509
59,59,100,15,2,50,1000,0.1654054340893205,0.4622642034328678,151509
0,0,100,15,1,10,100,0.299704509038999,0.3698664724430016,151510
1,1,100,15,1,10,200,0.299704509038999,0.4102993124471977,151510
2,2,100,15,1,10,300,0.299704509038999,0.4483152322419229,151510
3,3,100,15,1,10,400,0.299704509038999,0.4241121987544972,151510
4,4,100,15,1,10,500,0.299704509038999,0.3438024901777339,151510
5,5,100,15,1,10,600,0.299704509038999,0.4472449755615568,151510
6,6,100,15,1,10,700,0.299704509038999,0.3355894050120668,151510
7,7,100,15,1,10,800,0.299704509038999,0.5789763970474864,151510
8,8,100,15,1,10,900,0.299704509038999,0.5032491149517022,151510
9,9,100,15,1,10,1000,0.299704509038999,0.331366970211678,151510
10,10,100,15,1,30,100,0.299704509038999,0.4243873491067408,151510
11,11,100,15,1,30,200,0.299704509038999,0.2927056434928692,151510
12,12,100,15,1,30,300,0.299704509038999,0.3378402694496208,151510
13,13,100,15,1,30,400,0.299704509038999,0.440102083090553,151510
14,14,100,15,1,30,500,0.299704509038999,0.4778946101659337,151510
15,15,100,15,1,30,600,0.299704509038999,0.455710825816877,151510
16,16,100,15,1,30,700,0.299704509038999,0.510123081764951,151510
17,17,100,15,1,30,800,0.299704509038999,0.5927691026947148,151510
18,18,100,15,1,30,900,0.299704509038999,0.5040327894374239,151510
19,19,100,15,1,30,1000,0.299704509038999,0.3396536711229414,151510
20,20,100,15,1,50,100,0.299704509038999,0.3471765296178444,151510
21,21,100,15,1,50,200,0.299704509038999,0.3964355801790905,151510
22,22,100,15,1,50,300,0.299704509038999,0.4539101612424315,151510
23,23,100,15,1,50,400,0.299704509038999,0.4564003695440185,151510
24,24,100,15,1,50,500,0.299704509038999,0.4825525377615443,151510
25,25,100,15,1,50,600,0.299704509038999,0.4856761133583192,151510
26,26,100,15,1,50,700,0.299704509038999,0.510494394664849,151510
27,27,100,15,1,50,800,0.299704509038999,0.3993420393405316,151510
28,28,100,15,1,50,900,0.299704509038999,0.5093940322497621,151510
29,29,100,15,1,50,1000,0.299704509038999,0.5137847288403092,151510
30,30,100,15,2,10,100,0.1948157997828525,0.4154447405677324,151510
31,31,100,15,2,10,200,0.1948157997828525,0.4648120218091036,151510
32,32,100,15,2,10,300,0.1948157997828525,0.3449960821820423,151510
33,33,100,15,2,10,400,0.1948157997828525,0.4483542038368124,151510
34,34,100,15,2,10,500,0.1948157997828525,0.4801791068445989,151510
35,35,100,15,2,10,600,0.1948157997828525,0.4553867950484064,151510
36,36,100,15,2,10,700,0.1948157997828525,0.4176037513365161,151510
37,37,100,15,2,10,800,0.1948157997828525,0.4021792833664515,151510
38,38,100,15,2,10,900,0.1948157997828525,0.4171486930981883,151510
39,39,100,15,2,10,1000,0.1948157997828525,0.4372699479649422,151510
40,40,100,15,2,30,100,0.1948157997828525,0.3929313143071777,151510
41,41,100,15,2,30,200,0.1948157997828525,0.3294360905688583,151510
42,42,100,15,2,30,300,0.1948157997828525,0.3733889944823379,151510
43,43,100,15,2,30,400,0.1948157997828525,0.4396729332197111,151510
44,44,100,15,2,30,500,0.1948157997828525,0.5700567888970561,151510
45,45,100,15,2,30,600,0.1948157997828525,0.4969525045603726,151510
46,46,100,15,2,30,700,0.1948157997828525,0.4621183541109758,151510
47,47,100,15,2,30,800,0.1948157997828525,0.3389820378204554,151510
48,48,100,15,2,30,900,0.1948157997828525,0.3427140555844362,151510
49,49,100,15,2,30,1000,0.1948157997828525,0.5193280232709439,151510
50,50,100,15,2,50,100,0.1948157997828525,0.4745921353786949,151510
51,51,100,15,2,50,200,0.1948157997828525,0.3445383716331441,151510
52,52,100,15,2,50,300,0.1948157997828525,0.2582591963827386,151510
53,53,100,15,2,50,400,0.1948157997828525,0.4115105930061197,151510
54,54,100,15,2,50,500,0.1948157997828525,0.3328963171745701,151510
55,55,100,15,2,50,600,0.1948157997828525,0.5087010710106752,151510
56,56,100,15,2,50,700,0.1948157997828525,0.3282263107246478,151510
57,57,100,15,2,50,800,0.1948157997828525,0.3265138269582351,151510
58,58,100,15,2,50,900,0.1948157997828525,0.41891250192859,151510
59,59,100,15,2,50,1000,0.1948157997828525,0.396478006014805,151510
0,0,100,15,1,10,100,0.1942735932041481,0.2931527435803812,151669
1,1,100,15,1,10,200,0.1942735932041481,0.2621265396370123,151669
2,2,100,15,1,10,300,0.1942735932041481,0.2430655305958484,151669
3,3,100,15,1,10,400,0.1942735932041481,0.2123351333834877,151669
4,4,100,15,1,10,500,0.1942735932041481,0.2462678238389088,151669
5,5,100,15,1,10,600,0.1942735932041481,0.4029671651120124,151669
6,6,100,15,1,10,700,0.1942735932041481,0.3559400414302181,151669
7,7,100,15,1,10,800,0.1942735932041481,0.3172996784815943,151669
8,8,100,15,1,10,900,0.1942735932041481,0.3615591176384539,151669
9,9,100,15,1,10,1000,0.1942735932041481,0.4449858934829509,151669
10,10,100,15,1,30,100,0.1942735932041481,0.2647904667472955,151669
11,11,100,15,1,30,200,0.1942735932041481,0.33127350657355,151669
12,12,100,15,1,30,300,0.1942735932041481,0.3244941570385081,151669
13,13,100,15,1,30,400,0.1942735932041481,0.2878867356762709,151669
14,14,100,15,1,30,500,0.1942735932041481,0.390889808819793,151669
15,15,100,15,1,30,600,0.1942735932041481,0.3494859753185991,151669
16,16,100,15,1,30,700,0.1942735932041481,0.3884089096757395,151669
17,17,100,15,1,30,800,0.1942735932041481,0.4429380172179018,151669
18,18,100,15,1,30,900,0.1942735932041481,0.3440668877945118,151669
19,19,100,15,1,30,1000,0.1942735932041481,0.3912551578504677,151669
20,20,100,15,1,50,100,0.1942735932041481,0.2637127893699239,151669
21,21,100,15,1,50,200,0.1942735932041481,0.2940328361628987,151669
22,22,100,15,1,50,300,0.1942735932041481,0.2611944363681726,151669
23,23,100,15,1,50,400,0.1942735932041481,0.2817680241314444,151669
24,24,100,15,1,50,500,0.1942735932041481,0.2554528069173919,151669
25,25,100,15,1,50,600,0.1942735932041481,0.3384681705883579,151669
26,26,100,15,1,50,700,0.1942735932041481,0.423419379980669,151669
27,27,100,15,1,50,800,0.1942735932041481,0.4121170603816793,151669
28,28,100,15,1,50,900,0.1942735932041481,0.4153344898720574,151669
29,29,100,15,1,50,1000,0.1942735932041481,0.475890648992548,151669
30,30,100,15,2,10,100,0.0599300292773457,0.3087914133156942,151669
31,31,100,15,2,10,200,0.0599300292773457,0.2951912484302187,151669
32,32,100,15,2,10,300,0.0599300292773457,0.2890331742606956,151669
33,33,100,15,2,10,400,0.0599300292773457,0.346175520714417,151669
34,34,100,15,2,10,500,0.0599300292773457,0.366386958561864,151669
35,35,100,15,2,10,600,0.0599300292773457,0.3652670987272131,151669
36,36,100,15,2,10,700,0.0599300292773457,0.3687605707633015,151669
37,37,100,15,2,10,800,0.0599300292773457,0.4023044921420075,151669
38,38,100,15,2,10,900,0.0599300292773457,0.4266898299734989,151669
39,39,100,15,2,10,1000,0.0599300292773457,0.434061315855373,151669
40,40,100,15,2,30,100,0.0599300292773457,0.2708122472070445,151669
41,41,100,15,2,30,200,0.0599300292773457,0.2748307403899175,151669
42,42,100,15,2,30,300,0.0599300292773457,0.2473460999061438,151669
43,43,100,15,2,30,400,0.0599300292773457,0.3089298829929065,151669
44,44,100,15,2,30,500,0.0599300292773457,0.2713548023109302,151669
45,45,100,15,2,30,600,0.0599300292773457,0.2942845694970223,151669
46,46,100,15,2,30,700,0.0599300292773457,0.4494325695434301,151669
47,47,100,15,2,30,800,0.0599300292773457,0.3735575905144915,151669
48,48,100,15,2,30,900,0.0599300292773457,0.3889018489440878,151669
49,49,100,15,2,30,1000,0.0599300292773457,0.3655921788799107,151669
50,50,100,15,2,50,100,0.0599300292773457,0.2814552209398687,151669
51,51,100,15,2,50,200,0.0599300292773457,0.2826054634695255,151669
52,52,100,15,2,50,300,0.0599300292773457,0.3141801881198426,151669
53,53,100,15,2,50,400,0.0599300292773457,0.4149218466366087,151669
54,54,100,15,2,50,500,0.0599300292773457,0.4187804245720629,151669
55,55,100,15,2,50,600,0.0599300292773457,0.4872657354266314,151669
56,56,100,15,2,50,700,0.0599300292773457,0.4171701303462696,151669
57,57,100,15,2,50,800,0.0599300292773457,0.3257213325331883,151669
58,58,100,15,2,50,900,0.0599300292773457,0.4168329620154657,151669
59,59,100,15,2,50,1000,0.0599300292773457,0.4226925294997916,151669
0,0,100,15,1,10,100,0.1661343576809457,0.2375378909490228,151670
1,1,100,15,1,10,200,0.1661343576809457,0.3216692469199428,151670
2,2,100,15,1,10,300,0.1661343576809457,0.2668264113010165,151670
3,3,100,15,1,10,400,0.1661343576809457,0.2140456974733451,151670
4,4,100,15,1,10,500,0.1661343576809457,0.3297511279562886,151670
5,5,100,15,1,10,600,0.1661343576809457,0.3106852973004003,151670
6,6,100,15,1,10,700,0.1661343576809457,0.2430729199638699,151670
7,7,100,15,1,10,800,0.1661343576809457,0.2128158720672686,151670
8,8,100,15,1,10,900,0.1661343576809457,0.6181642484768685,151670
9,9,100,15,1,10,1000,0.1661343576809457,0.4430349347429174,151670
10,10,100,15,1,30,100,0.1764490452791698,0.2283393562570209,151670
11,11,100,15,1,30,200,0.1764490452791698,0.286036706495528,151670
12,12,100,15,1,30,300,0.1764490452791698,0.2723707940115065,151670
13,13,100,15,1,30,400,0.1764490452791698,0.2822877407742948,151670
14,14,100,15,1,30,500,0.1764490452791698,0.3616430120445512,151670
15,15,100,15,1,30,600,0.1764490452791698,0.3291160351320642,151670
16,16,100,15,1,30,700,0.1764490452791698,0.3311891956224976,151670
17,17,100,15,1,30,800,0.1764490452791698,0.1975754878630367,151670
18,18,100,15,1,30,900,0.1764490452791698,0.2277836564186126,151670
19,19,100,15,1,30,1000,0.1764490452791698,0.3919216049916281,151670
20,20,100,15,1,50,100,0.1706376272402618,0.2451812344371465,151670
21,21,100,15,1,50,200,0.1706376272402618,0.2369110462085047,151670
22,22,100,15,1,50,300,0.1706376272402618,0.2881748921864495,151670
23,23,100,15,1,50,400,0.1706376272402618,0.352248587412108,151670
24,24,100,15,1,50,500,0.1706376272402618,0.3037651911564261,151670
25,25,100,15,1,50,600,0.1706376272402618,0.3132049170539867,151670
26,26,100,15,1,50,700,0.1706376272402618,0.2978060296792065,151670
27,27,100,15,1,50,800,0.1706376272402618,0.3018162208506719,151670
28,28,100,15,1,50,900,0.1706376272402618,0.3060684006056486,151670
29,29,100,15,1,50,1000,0.1706376272402618,0.2520836049872995,151670
30,30,100,15,2,10,100,0.0550308464996168,0.2238374899334568,151670
31,31,100,15,2,10,200,0.0550308464996168,0.230079811600201,151670
32,32,100,15,2,10,300,0.0550308464996168,0.2838195311340514,151670
33,33,100,15,2,10,400,0.0550308464996168,0.2799115976913869,151670
34,34,100,15,2,10,500,0.0550308464996168,0.290042298566463,151670
35,35,100,15,2,10,600,0.0550308464996168,0.3742759215426348,151670
36,36,100,15,2,10,700,0.0550308464996168,0.3008549672789574,151670
37,37,100,15,2,10,800,0.0550308464996168,0.3318674464321031,151670
38,38,100,15,2,10,900,0.0550308464996168,0.3708152238992589,151670
39,39,100,15,2,10,1000,0.0550308464996168,0.3762324580837051,151670
40,40,100,15,2,30,100,0.0508387890298996,0.256383147134421,151670
41,41,100,15,2,30,200,0.0508387890298996,0.1985899868530116,151670
42,42,100,15,2,30,300,0.0508387890298996,0.3517182953232119,151670
43,43,100,15,2,30,400,0.0508387890298996,0.3087972661010144,151670
44,44,100,15,2,30,500,0.0508387890298996,0.2964399674133856,151670
45,45,100,15,2,30,600,0.0508387890298996,0.3026324428883936,151670
46,46,100,15,2,30,700,0.0508387890298996,0.2922053876923799,151670
47,47,100,15,2,30,800,0.0508387890298996,0.337425163299162,151670
48,48,100,15,2,30,900,0.0508387890298996,0.1624532212946073,151670
49,49,100,15,2,30,1000,0.0508387890298996,0.4629134475244915,151670
50,50,100,15,2,50,100,0.0562730591835253,0.2399705781294038,151670
51,51,100,15,2,50,200,0.0562730591835253,0.2545205053490199,151670
52,52,100,15,2,50,300,0.0562730591835253,0.1855621664083138,151670
53,53,100,15,2,50,400,0.0562730591835253,0.2537743158513451,151670
54,54,100,15,2,50,500,0.0562730591835253,0.336490302211712,151670
55,55,100,15,2,50,600,0.0562730591835253,0.1931218001121835,151670
56,56,100,15,2,50,700,0.0562730591835253,0.2916671758356871,151670
57,57,100,15,2,50,800,0.0562730591835253,0.3091555688089513,151670
58,58,100,15,2,50,900,0.0562730591835253,0.248243540755545,151670
59,59,100,15,2,50,1000,0.0562730591835253,0.3546051325208548,151670
0,0,100,15,1,10,100,0.2993025664281837,0.2912548059466361,151671
1,1,100,15,1,10,200,0.2993025664281837,0.4780491017481361,151671
2,2,100,15,1,10,300,0.2993025664281837,0.4098784984666849,151671
3,3,100,15,1,10,400,0.2993025664281837,0.3071180239571279,151671
4,4,100,15,1,10,500,0.2993025664281837,0.4669163433875147,151671
5,5,100,15,1,10,600,0.2993025664281837,0.2719710688957821,151671
6,6,100,15,1,10,700,0.2993025664281837,0.2510524554982907,151671
7,7,100,15,1,10,800,0.2993025664281837,0.3028578827278347,151671
8,8,100,15,1,10,900,0.2993025664281837,0.2704581139804142,151671
9,9,100,15,1,10,1000,0.2993025664281837,0.306962318706427,151671
10,10,100,15,1,30,100,0.3314177366423269,0.4399808732515139,151671
11,11,100,15,1,30,200,0.3314177366423269,0.4594717831883387,151671
12,12,100,15,1,30,300,0.3314177366423269,0.5520394063908646,151671
13,13,100,15,1,30,400,0.3314177366423269,0.4629794212379172,151671
14,14,100,15,1,30,500,0.3314177366423269,0.5941465360834483,151671
15,15,100,15,1,30,600,0.3314177366423269,0.564379363231257,151671
16,16,100,15,1,30,700,0.3314177366423269,0.456597407583538,151671
17,17,100,15,1,30,800,0.3314177366423269,0.456597407583538,151671
18,18,100,15,1,30,900,0.3314177366423269,0.3630810955067444,151671
19,19,100,15,1,30,1000,0.3314177366423269,0.3006295613225647,151671
20,20,100,15,1,50,100,0.3003081789119244,0.4020256185858927,151671
21,21,100,15,1,50,200,0.3003081789119244,0.4245487753137567,151671
22,22,100,15,1,50,300,0.3003081789119244,0.4962238387156784,151671
23,23,100,15,1,50,400,0.3003081789119244,0.4993904490535596,151671
24,24,100,15,1,50,500,0.3003081789119244,0.4996481852157005,151671
25,25,100,15,1,50,600,0.3003081789119244,0.5179902219859559,151671
26,26,100,15,1,50,700,0.3003081789119244,0.5010610776905059,151671
27,27,100,15,1,50,800,0.3003081789119244,0.5124168818127113,151671
28,28,100,15,1,50,900,0.3003081789119244,0.515917953367251,151671
29,29,100,15,1,50,1000,0.3003081789119244,0.4847613469889651,151671
30,30,100,15,2,10,100,0.1612722267116604,0.4459209692220369,151671
31,31,100,15,2,10,200,0.1612722267116604,0.4640880663848,151671
32,32,100,15,2,10,300,0.1612722267116604,0.4760729113642077,151671
33,33,100,15,2,10,400,0.1612722267116604,0.4731187573523697,151671
34,34,100,15,2,10,500,0.1612722267116604,0.5012872305111624,151671
